name,symbol,price,price_BNB,token_address,pancake_swap_time
rUSD,rUSD,0.9685364462,0.002607636263,0x07663837218A003e66310a01596af4bf4e44623D,2022-02-04 3:14:06
Woonkly Power,WOOP,0.1420920177,0.0003829599562,0x8b303d5BbfBbf46F1a4d9741E491e06986894e18,2022-02-04 3:14:06
FLOKI,FLOKI,0.00003173702129,0.00000008543515342,0xfb5B838b6cfEEdC2873aB27866079AC55363D37E,2022-02-04 3:14:06
TIME,TIME,0.01989574187,0.00005356442805,0x26619FA1d4c957C58096bBbeCa6588dCFB12E109,2022-02-04 3:14:06
HERO CAT TOKEN,HCT,0.04309658562,0.0001160147726,0x29A1e54DE0fCE58E1018535d30aF77A9d2D940c4,2022-02-04 3:14:06
Spintop,SPIN,0.1801044215,0.0004848437623,0x6AA217312960A21aDbde1478DC8cBCf828110A67,2022-02-04 3:14:06
StarSharks,SSS,7.881904384,0.0212182187,0xC3028FbC1742a16A5D69dE1B334cbce28f5d7EB3,2022-02-04 3:14:06
Nemesis DAO,NMS,51.92781239,0.1399539422,0x8AC9DC3358A2dB19fDd57f433ff45d1fc357aFb3,2022-02-04 3:14:06
Hot Cross Token,HOTCROSS,0.2801067165,0.0007547234362,0x4FA7163E153419E0E1064e418dd7A99314Ed27b6,2022-02-04 3:14:06
Harmony ONE,ONE,0.1811808043,0.0004877842296,0x03fF0ff224f904be3118461335064bB48Df47938,2022-02-04 3:14:06
Coin98,C98,1.703834562,0.004587131954,0xaEC945e04baF28b135Fa7c640f624f8D90F1C3a6,2022-02-04 3:14:06
Static,Static,0.9079919107,0.002444548907,0x7dEb9906BD1d77B410a56E5C23c36340Bd60C983,2022-02-04 3:14:06
DNAxCAT,DXCT,0.5928479008,0.00159720689,0x5b1BaeC64aF6dC54E6e04349315919129A6d3c23,2022-02-04 3:14:06
Kabosu,KABOSU,0.000000004940501567,0,0x4A824eE819955A7D769e03fe36f9E0C3Bd3Aa60b,2022-02-04 3:14:06
TrustPad,TPAD,0.6328574916,0.001708058298,0xADCFC6bf853a0a8ad7f9Ff4244140D10cf01363C,2022-02-04 3:14:06
JOJO,JOJO,0.0001767672431,0.0000004760021358,0x78A499a998Bdd5a84CF8b5aBe49100D82DE12f1C,2022-02-04 3:14:06
RichQUACK.com,QUACK,0.000000001642860799,0,0xD74b782E05AA25c50e7330Af541d46E18f36661C,2022-02-04 3:14:06
DigitalFinancialExch,DIFX,0.3772264166,0.001015508448,0x697bd938e7E572E787ecd7bC74a31f1814C21264,2022-02-04 3:14:06
Acet Token,ACT,0.292443905,0.0007874999085,0x9F3BCBE48E8b754F331Dfc694A894e8E686aC31D,2022-02-04 3:14:06
Venus,XVS,8.079805868,0.0217659669,0xcF6BB5389c92Bdda8a3747Ddb454cB7a64626C63,2022-02-04 3:14:06
Dalarnia,DAR,0.88460404,0.002382057769,0x23CE9e926048273eF83be0A3A8Ba9Cb6D45cd978,2022-02-04 3:14:06
Sagittarius,SGRv2,0.06861142032,0.0001398956303,0x56231D55391bd6382bc2a0761a644ea188B007cc,2022-02-04 3:14:06
Lunar,LNR,0.00000003260582089,0,0x9D4451151A8dE5B545a1bC6c8fdEB9d94a2868e1,2022-02-04 3:14:06
OMAX TOKEN,OMAX,0.002078185085,0.000005607315084,0xeB84be66c8E71f07eA57Cf3b21626d7784F32A7F,2022-02-04 3:14:06
Meer (bsc),MEER,14.93360229,0.0402483216,0xbA552586eA573Eaa3436f04027ff4effd0c0abbb,2022-02-04 3:14:06
Crypto Gaming United,CGU,3.587487836,0.009657851599,0x747D74dB20cc422F39ab54EDB2A3Ce21f3C98AF1,2022-02-04 3:14:06
MContent,MCONTENT,0.000000006564747824,0,0x799e1Cf88A236e42b4A87c544A22A94aE95A6910,2022-02-04 3:14:06
Hare Token,HARE,0,0,0x4AFc8c2Be6a0783ea16E16066fde140d15979296,2022-02-04 3:14:06
Chroma,CHR,0.5198081362,0.001400295531,0xf9CeC8d50f6c8ad3Fb6dcCEC577e05aA32B224FE,2022-02-04 3:14:06
CHEEMSINU,$CINU,0,0,0xdFE6891ce8E5a5c7Cf54fFdE406A6C2C54145F71,2022-02-04 3:14:06
Splintershards,SPS,0.1128060865,0.0003036768577,0x1633b7157e7638C4d6593436111Bf125Ee74703F,2022-02-04 3:14:06
Sheesha Finance,SHEESHA,141.8306952,0.3818078021,0x232FB065D9d24c34708eeDbF03724f2e95ABE768,2022-02-04 3:14:06
CatGirl,CATGIRL,0.0000000018463613,0,0x79ebc9a2ce02277a4b5b3a768b1c0a4ed75bd936,2022-02-04 3:14:06
RichQUACK.com,QUACK,0.000000001643305432,0,0xd74b782e05aa25c50e7330af541d46e18f36661c,2022-02-04 3:14:06
ElonGate,ElonGate,0.00000003158801939,0,0x2a9718deff471f3bb91fa0eceab14154f150a385,2022-02-04 3:14:06
XRP Token,XRP,0.6114211905,0.001645992673,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-02-04 3:14:06
Nevada,NEVADA,0.001232971406,0.000003320655206,0x52cf099d7c891951eace3e99abc580bda26912fc,2022-02-04 3:14:06
SporeFinance,SPORE,0,0,0x33a3d962955a3862c8093d1273344719f03ca17c,2022-02-04 3:14:06
BABYXRP,BBYXRP,0.0000000009031705603,0,0x8beabaa4f025d00b4699d56a683758d692d17f20,2022-02-04 3:14:06
NFTArt.Finance,NFTART,0.0000000004194454728,0,0xf7844cb890f4c339c497aeab599abdc3c874b67a,2022-02-04 3:14:06
CrypterToken,CRYPT,0.000000003586298187,0,0xda6802bbec06ab447a68294a63de47ed4506acaa,2022-02-04 3:14:06
Safechaintoken,SCT,0.003447793964,0.000009301649458,0xc3262500039696ff8ef9830fb422ab32b15bd366,2022-02-04 3:14:06
GDOGE,GDOGE,0.0000004245581918,0.000000001167546145,0xdeb9aca4f54abd9b82ca91b52fcccf869882b9fe,2022-02-04 3:14:06
Pixl Coin,PXLC,0.001750410023,0.00000471488764,0x72d2946094e6e57c2fade4964777a9af2b7a51f9,2022-02-04 3:14:06
Baby Moon Wolf,BabyWolf,0,0,0x5b5a3a45002736413613b8a4c46cc0d9d1d6f4ae,2022-02-04 3:14:06
SafeBLAST,BLAST,0.000000005783244698,0,0xddc0dbd7dc799ae53a98a60b54999cb6ebb3abf0,2022-02-04 3:14:06
MoonStar,MOONSTAR,0,0,0xce5814efff15d53efd8025b9f2006d4d7d640b9b,2022-02-04 3:14:06
Refinable,FINE,0.1412726882,0.0003805270917,0x4e6415a5727ea08aae4580057187923aec331227,2022-02-04 3:14:06
FOX,FOX,0.000000003250761812,0,0xfad8e46123d7b4e77496491769c167ff894d2acb,2022-02-04 3:14:06
Hare Token,HARE,0,0,0x4afc8c2be6a0783ea16e16066fde140d15979296,2022-02-04 3:14:06
Scallop,SCLP,0.917447349,0.002470479558,0xf2c96e402c9199682d5ded26d3771c6b192c01af,2022-02-04 3:14:06
BurningMoon,BM,0.002410540867,0.00000648909174,0x97c6825e6911578a515b11e25b552ecd5fe58dba,2022-02-04 3:14:06
HyperBoost,HyperBoost,0.0000000006667652592,0,0xfbc37a1865dd46091a45221f575062a3b8b2e676,2022-02-04 3:14:06
MiniDOGE,MiniDOGE,0.000000007125500065,0,0xba07eed3d09055d60caef2bdfca1c05792f2dfad,2022-02-04 3:14:06
BABY DOGE BILLIONAIRE,BABYDB,0,0,0x6d9fb3332f62fc044d5075feeea597a92f1ce0ad,2022-02-04 3:14:06
FEGtoken,FEG,0.000000003427583909,0,0xacfc95585d80ab62f67a14c566c1b7a49fe91167,2022-02-04 3:14:06
Safe Energy,EnergyX,0.000000002441196098,0,0xbbe899c61198d1826a43e20ea19efc46e50c2b00,2022-02-04 3:14:06
GAMER,GMR,0.000000002277670265,0,0x0523215dcafbf4e4aa92117d13c6985a3bef27d7,2022-02-04 3:14:06
MarsRise,MARSRISE,0.000000001253183432,0,0x184079ca987f562ae6a0c59f4be5cadb20323863,2022-02-04 3:14:06
DogeZilla,DogeZilla,0,0,0x7a565284572d03ec50c35396f7d6001252eb43b6,2022-02-04 3:14:06
TIKI,TIKI,0.001176243336,0.000003168128891,0x9b76d1b12ff738c113200eb043350022ebf12ff0,2022-02-04 3:14:06
EverGrow Coin,EGC,0.0000005824125139,0.000000001567855033,0xc001bbe2b87079294c63ece98bdd0a88d761434e,2022-02-04 3:14:06
Baby Doge Coin,BabyDoge,0.000000003961814398,0,0xc748673057861a797275cd8a068abb95a902e8de,2022-02-04 3:14:06
FOMO BABY,FOMOBABY,0.0000000001965940717,0,0x82d6e409438e9c2eaed8ceec4bd95918cbd17c87,2022-02-04 3:14:06
KingDoge,KDOGE,0.0000000003463541055,0,0xa60dad644be617d4380ef2a03f3075ebbc9d0770,2022-02-04 3:14:06
SafeMoon,SAFEMOON,0.000000485667345,0.000000001310461999,0x8076c74c5e3f5852037f31ff0093eeb8c8add8d3,2022-02-04 3:14:06
pTokens TLOS,TLOS,1.030989894,0.00277632702,0xb6c53431608e626ac81a9776ac3e999c5556717c,2022-02-04 3:14:06
HummingBird Finance,HMNG,0,0,0x14357d294fbabbe0fbf59503370c772d563b35b6,2022-02-04 3:14:06
Baby Doge Inu,$BABYDOGEINU,0.000000001677164133,0,0x5e5c9001aa81332d405d993ffd1468751d659d1e,2022-02-04 3:14:06
Squidanomics,SQUID,0,0,0x1f878d0bccd3d502ff55f7a4797c556f103d6e4b,2022-02-04 3:14:06
SHIBANOMICS,SHIBIN,0.0000000698045653,0.0000000001120227501,0xe2cbf8572eab769311a8c562b00a14ca55eaa0ea,2022-02-04 3:14:06
SafeMars,SAFEMARS,0.00000002995129634,0,0x3ad9594151886ce8538c1ff615efa2385a8c3a88,2022-02-04 3:14:06
StrikeX,STRX,0.08037481402,0.0002165108369,0xd6fdde76b8c1c45b33790cc8751d5b88984c44ec,2022-02-04 3:14:06
EverRise,RISE,0.0000000009764054457,0,0xc7d43f2b51f44f09fbb8a691a0451e8ffcf36c0a,2022-02-04 3:14:06
BabyUSDT,BABYUSDT,0.00000232226475,0.000000006288202599,0x8dc1942e2089e711725eda66ab06650035475441,2022-02-04 3:14:06
Baby Floki Billionaire,BabyFB,0.000000001683608894,0,0x112fbe7f60329e9e2d232008e56f94d1582ae3bc,2022-02-04 3:14:06
Golden Doge,GDOGE,0,0,0xa53e61578ff54f1ad70186be99332a6e20b6ffa9,2022-02-04 3:14:06
Zombie Token,ZMBE,0.005124444398,0.00001379539458,0x50ba8bf9e34f0f83f96a340387d1d3888ba4b3b5,2022-02-04 3:14:06
DogeCola,DOGECOLA,0.000000004752197815,0,0xe320df552e78d57e95cf1182b6960746d5016561,2022-02-04 3:14:06
FastSwap Token,FAST,0.01204984307,0.00003245683959,0x2322afaac81697e770c19a58df587d8739777536,2022-02-04 3:14:06
Baby Bitcoin,BBTC,0.000000001917015869,0,0x5b0dfe077b16479715c9838eb644892008abbfe6,2022-02-04 3:14:06
BABY CAKE,BABYCAKE,0.00001440548398,0.00000003880492354,0xdb8d30b74bf098af214e862c90e647bbb1fcc58c,2022-02-04 3:14:06
SHIBA INU,SHIB,0.00002088924076,0.00000005623107515,0x2859e4544c4bb03966803b044a93563bd2d0dd4d,2022-02-04 3:14:06
Aurox Token,bURUS,64.30574006,0.1731892228,0x33a46b5b71f4689ff290da93e08972917a5e6634,2022-02-04 3:14:06
SquidGameProtocol,SGPro,0.0000005940686895,0.000000001614524477,0x2cdc833216d5f76b89e51b66297da0bc2ac4fa7a,2022-02-04 3:14:06
EverETH,EverETH,0.000000008946443577,0,0x16dcc0ec78e91e868dca64be86aec62bf7c61037,2022-02-04 3:14:06
Ronin Gamez,RONINGMZ,0.00003518237109,0.00000007813995485,0x980b37a82b60a32965b6e56356d14e0410ea440f,2022-02-04 3:14:06
KittyZilla,KITTYZILLA,0,0,0x7eeafc39dfa81321cdd1fe595edd1da21fa38f1b,2022-02-04 3:14:06
Khalifa Finance,Khalifa,0.00000007618690347,0.0000000002053093747,0xdae7238a7e83b439673a7900fa3bae2108c6ec12,2022-02-04 3:14:06
ShibaRocket,ShibaRocket,0.0004703726867,0.000001270219809,0x782d8c5c0150bedc70d94fe6737763ede839f205,2022-02-04 3:14:06
PooCoin,POOCOIN,1.069847001,0.002881571712,0xb27adaffb9fea1801459a1a81b17218288c097cc,2022-02-04 3:14:06
ZillaDoge Token,ZillaDoge,0,0,0x095f385be1e631ffdd7c1ac54dfcef6ed868eb36,2022-02-04 3:14:06
AetherV2,ATH,0.003666390442,0.000009876450183,0x6d3a0fb0070ea61f901ebc0b675c30450acac737,2022-02-04 3:14:06
TitsV2,TITS,0.0000000003399781631,0,0xa753d241ffce10a3570eda72f6561c04b1f9ae77,2022-02-04 3:14:06
Metahero,HERO,0.04593800639,0.0001236663299,0xd40bedb44c081d2935eeba6ef5a3c8a31a1bbe13,2022-02-04 3:14:06
PancakeSwap Token,Cake,7.252043365,0.0195228503,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,2022-02-04 3:14:06
Santa Coin,Santa,0.000000001707735639,0,0x4f1a6fc6a7b65dc7ebc4eb692dc3641be997c2f2,2022-02-04 3:14:06
BabyBanana,BBNANA,0,0,0xa3be3b30fa5302dad5c9874cdb50e220eaadf092,2022-02-04 3:14:06
Savetheworld,Save,0.0000000006264481148,0,0x159802fbe16aa6a0863a56a18dd41afce546c93e,2022-02-04 3:14:06
FUCKWARONRUGS (https://t.me/fuckwaronrugs),FUCKWOR,0,0,0xb851a980f61a2ed61ead62c3089708630e965c2c,2022-02-04 3:14:06
Martian DAO,MDAO,0,0,0x904d7ac5d005d16dbdc69f713d029e3c1800f8ca,2022-02-04 3:14:06
Bogged Finance,BOG,0.8510133692,0.002292542465,0xb09fe1613fe03e7361319d2a43edc17422f36b09,2022-02-04 3:14:06
Full Send,FULLSEND,0,0,0xd8c202fc83792d98fb94c1fa2fdac5702a75df1c,2022-02-04 3:14:06
FREEMOON,FREEMOON,0.000000001173793176,0,0x31f0bc450c12eb62b4c617d4c876f7a66470fcb3,2022-02-04 3:14:06
FREEMOON,FREEMOON,0.000000001173793176,0,0x31f0bc450c12eb62b4c617d4c876f7a66470fcb3,2022-02-03 22:59:03
